X_coordinate,S22_Stress,U2_Displacement
12.300000,-26.609325,0.106586
12.400000,-31.421392,0.078008
12.500000,-18.445589,0.058623
12.600000,-23.395672,0.040411
12.700000,-15.320364,0.030002
12.800000,-15.044241,0.020069
12.900000,-12.546978,0.014856
13.000000,-12.386612,0.010178
13.100000,-11.135333,0.007203
13.200000,-12.307133,0.004862
13.300000,-8.219339,0.002354
13.400000,-8.758512,0.000696
13.500000,-6.115937,-0.000026
13.600000,-7.689475,-0.000001
13.700000,-8.932813,-0.000064
13.800000,-8.170441,-0.000055
13.900000,-9.171062,-0.000069
14.000000,-9.640913,-0.000074
14.100000,-8.920909,-0.000078
14.200000,-10.337695,-0.000087
14.300000,-9.136980,-0.000088
14.400000,-10.047363,-0.000096
14.500000,-8.916268,-0.000097
14.600000,-8.977095,-0.000106
14.700000,-6.894063,-0.000104
14.800000,-7.456934,-0.000116
14.900000,-2.536639,-0.000110
15.000000,-6.431585,-0.000123
15.100000,-2.407855,-0.000120
15.200000,-5.530374,-0.000126
15.300000,-5.032384,-0.000128
15.400000,-6.033723,-0.000133
15.500000,-5.484590,-0.000134
15.600000,-5.930524,-0.000138
15.700000,-5.807744,-0.000139
15.800000,-6.017562,-0.000142
15.900000,-5.775756,-0.000143
16.000000,-6.144567,-0.000146
16.100000,-5.936201,-0.000145
16.200000,-5.391950,-0.000146
16.300000,-5.737005,-0.000147
16.400000,-5.956495,-0.000148
16.500000,-6.064841,-0.000149
16.600000,-6.131627,-0.000150
16.700000,-6.169547,-0.000151
16.800000,-6.090406,-0.000151
16.900000,-5.978785,-0.000150
17.000000,-5.884308,-0.000150
17.100000,-5.783659,-0.000150
17.200000,-5.652627,-0.000149
17.300000,-5.549609,-0.000148
17.400000,-5.368593,-0.000147
17.500000,-5.328016,-0.000146
17.600000,-5.251206,-0.000145
17.700000,-5.138966,-0.000144
17.800000,-5.036265,-0.000143
17.900000,-4.934864,-0.000141
18.000000,-4.848217,-0.000140
18.100000,-4.746142,-0.000139
18.200000,-4.654758,-0.000138
18.300000,-4.558654,-0.000137
18.400000,-4.470804,-0.000135
18.500000,-4.382950,-0.000134
18.600000,-4.304057,-0.000133
18.700000,-4.227448,-0.000132
18.800000,-4.159882,-0.000131
18.900000,-4.094770,-0.000130
19.000000,-4.039045,-0.000129
19.100000,-3.985549,-0.000128
19.200000,-3.941625,-0.000127
19.300000,-3.899278,-0.000127
19.400000,-3.866442,-0.000126
19.500000,-3.834871,-0.000126
19.600000,-3.812930,-0.000125
19.700000,-3.791412,-0.000125
19.800000,-3.778759,-0.000125
19.900000,-3.771167,-0.000124
20.000000,-3.773508,-0.000124
