X_coordinate,S22_Stress,U2_Displacement
8.000000,-26.175728,0.019774
8.100000,-27.724060,0.110271
8.200000,-206.795959,0.247964
8.300000,193.649902,0.429871
8.400000,-173.629578,0.540618
8.500000,51.903534,0.579017
8.600000,-39.993896,0.553920
8.700000,74.420784,0.609759
8.800000,83.749260,0.652710
8.900000,-180.123840,0.684780
9.000000,-338.476440,0.737606
9.100000,-55.916561,0.699740
9.200000,-146.458405,0.653863
9.300000,-26.694408,0.618910
9.400000,-93.316048,0.577910
9.500000,44.794277,0.568762
9.600000,-93.404976,0.546947
9.700000,-42.187626,0.557293
9.800000,-189.804688,0.552980
9.900000,-179.474792,0.559605
10.000000,-183.118683,0.561366
10.100000,-179.474854,0.559605
10.200000,-189.804581,0.552980
10.300000,-42.187691,0.557293
10.400000,-93.405060,0.546947
10.500000,44.794300,0.568762
10.600000,-93.316101,0.577910
10.700000,-26.694540,0.618910
10.800000,-146.458405,0.653863
10.900000,-55.916386,0.699740
11.000000,-338.476440,0.737606
11.100000,-180.124329,0.684780
11.200000,83.749458,0.652710
11.300000,74.420593,0.609759
11.400000,-39.994095,0.553920
11.500000,51.903336,0.579017
11.600000,-173.629608,0.540618
11.700000,193.648590,0.429871
11.800000,-206.796661,0.247964
11.900000,-27.723051,0.110271
12.000000,-26.173218,0.019775
12.100000,-4.459258,-0.000178
12.200000,-101.281029,0.000997
12.300000,-98.456909,-0.000481
12.400000,-108.564758,-0.000001
12.500000,-74.657761,-0.000246
12.600000,-70.525787,-0.000248
12.700000,-49.785660,-0.000275
12.800000,-57.517742,-0.000280
12.900000,-44.583118,-0.000285
13.000000,-41.329628,-0.000310
13.100000,-44.245834,-0.000304
13.200000,-45.257881,-0.000325
13.300000,-44.324211,-0.000319
13.400000,-47.968781,-0.000336
13.500000,-41.706184,-0.000329
13.600000,-43.507412,-0.000349
13.700000,-35.043301,-0.000335
13.800000,-33.172310,-0.000363
13.900000,-22.831890,-0.000340
14.000000,-26.514805,-0.000368
14.100000,-13.695641,-0.000353
14.200000,-17.695904,-0.000361
14.300000,-14.270243,-0.000363
14.400000,-13.409670,-0.000362
14.500000,-13.563943,-0.000362
14.600000,-13.322731,-0.000365
14.700000,-13.612958,-0.000367
14.800000,-13.974830,-0.000368
14.900000,-13.809328,-0.000369
15.000000,-13.993813,-0.000370
15.100000,-14.003741,-0.000370
15.200000,-13.963556,-0.000370
15.300000,-13.933293,-0.000369
15.400000,-13.774482,-0.000368
15.500000,-13.590873,-0.000366
15.600000,-13.185211,-0.000364
15.700000,-12.809384,-0.000362
15.800000,-12.490318,-0.000360
15.900000,-12.412159,-0.000358
16.000000,-12.353921,-0.000357
16.100000,-12.298355,-0.000356
16.200000,-12.257354,-0.000355
16.300000,-12.207695,-0.000354
16.400000,-12.165314,-0.000353
16.500000,-12.122474,-0.000351
16.600000,-12.078365,-0.000350
16.700000,-12.035213,-0.000349
16.800000,-12.007341,-0.000348
16.900000,-11.968474,-0.000347
17.000000,-11.935628,-0.000346
17.100000,-11.904682,-0.000345
17.200000,-11.864818,-0.000344
17.300000,-11.808749,-0.000343
17.400000,-11.790426,-0.000342
17.500000,-11.718588,-0.000340
17.600000,-11.637018,-0.000339
17.700000,-11.578959,-0.000338
17.800000,-11.487898,-0.000336
17.900000,-11.357339,-0.000334
18.000000,-11.238029,-0.000333
18.100000,-11.128122,-0.000331
18.200000,-11.018111,-0.000329
18.300000,-10.920438,-0.000328
18.400000,-10.827211,-0.000326
18.500000,-10.744221,-0.000325
18.600000,-10.664940,-0.000324
18.700000,-10.594045,-0.000322
18.800000,-10.527454,-0.000321
18.900000,-10.468128,-0.000320
19.000000,-10.413338,-0.000319
19.100000,-10.365023,-0.000318
19.200000,-10.321304,-0.000317
19.300000,-10.283585,-0.000316
19.400000,-10.250425,-0.000316
19.500000,-10.223004,-0.000315
19.600000,-10.200237,-0.000315
19.700000,-10.182796,-0.000314
19.800000,-10.170054,-0.000314
19.900000,-10.162845,-0.000314
20.000000,-10.159725,-0.000314
