X_coordinate,S22_Stress,U2_Displacement
15.700000,-2.897222,-0.000052
15.800000,-2.914741,-0.000053
15.900000,-2.739605,-0.000054
16.000000,-2.618184,-0.000054
16.100000,-2.486635,-0.000054
16.200000,-2.395134,-0.000054
16.300000,-2.301894,-0.000054
16.400000,-2.237110,-0.000054
16.500000,-2.169370,-0.000054
16.600000,-2.116255,-0.000054
16.700000,-2.066633,-0.000054
16.800000,-2.026397,-0.000054
16.900000,-1.982498,-0.000053
17.000000,-1.952275,-0.000053
17.100000,-1.922895,-0.000053
17.200000,-1.895249,-0.000053
17.300000,-1.866016,-0.000053
17.400000,-1.845907,-0.000053
17.500000,-1.826071,-0.000052
17.600000,-1.806896,-0.000052
17.700000,-1.786705,-0.000052
17.800000,-1.773317,-0.000052
17.900000,-1.757763,-0.000052
18.000000,-1.743558,-0.000052
18.100000,-1.731481,-0.000051
18.200000,-1.720699,-0.000051
18.300000,-1.708082,-0.000051
18.400000,-1.700538,-0.000051
18.500000,-1.691791,-0.000051
18.600000,-1.683656,-0.000051
18.700000,-1.675762,-0.000051
18.800000,-1.669318,-0.000051
18.900000,-1.663212,-0.000051
19.000000,-1.658750,-0.000050
19.100000,-1.653551,-0.000050
19.200000,-1.649544,-0.000050
19.300000,-1.647415,-0.000050
19.400000,-1.642504,-0.000050
19.500000,-1.635234,-0.000050
19.600000,-1.635994,-0.000050
19.700000,-1.637542,-0.000050
19.800000,-1.635499,-0.000050
19.900000,-1.634583,-0.000050
20.000000,-1.635271,-0.000050
